target_length,target_depth,iter_no,bug_line_number,bug_type,pred_bug_line_number,pred_bug_type,result
500,0.25,13,18,missing_quotation,18,mismatched_quotation,False
500,0.25,14,11,missing_colon,11,missing_colon,True
500,0.25,15,11,missing_parenthesis,11,missing_parenthesis,True
500,0.25,16,10,mismatched_quotation,10,mismatched_quotation,True
500,0.25,17,18,missing_comma,18,missing_comma,True
500,0.25,18,13,missing_parenthesis,13,missing_parenthesis,True
500,0.25,19,8,missing_colon,8,missing_colon,True
500,0.25,20,9,missing_parenthesis,9,missing_parenthesis,True
500,0.25,21,15,missing_colon,15,missing_colon,True
500,0.25,22,5,mismatched_bracket,5,mismatched_bracket,True
500,0.25,23,11,missing_quotation,11,mismatched_quotation,False
500,0.25,24,18,missing_quotation,18,mismatched_quotation,False
500,0.5,0,25,missing_colon,25,missing_colon,True
500,0.5,1,21,mismatched_bracket,21,mismatched_bracket,True
500,0.5,2,31,missing_comma,31,missing_comma,True
500,0.5,3,29,mismatched_bracket,29,mismatched_bracket,True
500,0.5,4,28,mismatched_bracket,28,mismatched_bracket,True
500,0.5,5,33,missing_parenthesis,33,missing_parenthesis,True
500,0.5,6,23,mismatched_bracket,23,mismatched_bracket,True
500,0.5,7,32,missing_comma,32,missing_comma,True
500,0.5,8,20,missing_comma,20,missing_comma,True
500,0.5,9,29,missing_quotation,29,mismatched_quotation,False
500,0.5,10,26,missing_parenthesis,26,missing_parenthesis,True
500,0.5,11,16,missing_parenthesis,16,missing_parenthesis,True
500,0.5,12,26,missing_parenthesis,26,missing_parenthesis,True
500,0.5,13,23,missing_parenthesis,23,missing_parenthesis,True
500,0.5,14,29,mismatched_bracket,29,mismatched_bracket,True
500,0.5,15,30,missing_parenthesis,30,missing_parenthesis,True
500,0.5,16,24,mismatched_quotation,24,mismatched_quotation,True
500,0.5,17,23,missing_quotation,23,mismatched_quotation,False
500,0.5,18,34,missing_comma,34,missing_comma,True
500,0.5,19,25,missing_comma,25,missing_comma,True
500,0.5,20,25,mismatched_quotation,25,mismatched_quotation,True
500,0.5,21,22,mismatched_quotation,22,mismatched_quotation,True
500,0.5,22,35,missing_quotation,35,mismatched_quotation,False
500,0.5,23,29,missing_colon,29,missing_colon,True
500,0.5,24,27,missing_parenthesis,27,missing_parenthesis,True
500,0.75,0,37,missing_quotation,37,mismatched_quotation,False
500,0.75,1,41,missing_colon,41,missing_colon,True
500,0.75,2,38,missing_quotation,38,mismatched_quotation,False
500,0.75,3,51,mismatched_quotation,51,mismatched_quotation,True
500,0.75,4,42,missing_quotation,42,mismatched_quotation,False
500,0.75,5,40,missing_comma,40,missing_parenthesis,False
500,0.75,6,42,missing_colon,42,missing_colon,True
500,0.75,7,38,mismatched_quotation,38,mismatched_quotation,True
500,0.75,8,42,missing_parenthesis,42,missing_parenthesis,True
500,0.75,9,34,mismatched_quotation,34,mismatched_quotation,True
500,0.75,10,44,mismatched_quotation,44,mismatched_quotation,True
500,0.75,11,38,missing_comma,38,missing_comma,True
500,0.75,12,42,missing_parenthesis,42,missing_parenthesis,True
500,0.75,13,37,mismatched_quotation,37,mismatched_quotation,True
500,0.75,14,42,missing_comma,42,missing_comma,True
500,0.75,15,43,mismatched_quotation,43,mismatched_quotation,True
500,0.75,16,42,mismatched_quotation,42,mismatched_quotation,True
500,0.75,17,47,mismatched_quotation,47,mismatched_quotation,True
500,0.75,18,43,missing_quotation,43,missing_quotation,True
500,0.75,19,45,missing_colon,45,missing_colon,True
500,0.75,20,40,mismatched_bracket,40,mismatched_bracket,True
500,0.75,21,44,missing_quotation,44,mismatched_quotation,False
500,0.75,22,43,mismatched_bracket,43,mismatched_bracket,True
500,0.75,23,47,mismatched_quotation,47,mismatched_quotation,True
500,0.75,24,40,missing_quotation,40,mismatched_quotation,False
500,1.0,0,56,missing_comma,56,missing_comma,True
500,1.0,1,57,mismatched_quotation,57,mismatched_quotation,True
500,1.0,2,58,missing_comma,58,missing_comma,True
500,1.0,3,54,missing_comma,54,missing_comma,True
500,1.0,4,55,mismatched_quotation,55,mismatched_quotation,True
500,1.0,5,51,keywords_as_identifier,51,keywords_as_identifier,True
500,1.0,6,57,missing_comma,57,missing_comma,True
500,1.0,7,57,mismatched_bracket,57,mismatched_bracket,True
500,1.0,8,53,mismatched_quotation,53,mismatched_quotation,True
500,1.0,9,51,keywords_as_identifier,51,keywords_as_identifier,True
500,1.0,10,59,missing_colon,59,missing_colon,True
500,1.0,11,50,missing_quotation,50,mismatched_quotation,False
500,1.0,12,53,missing_comma,53,missing_comma,True
500,1.0,13,53,missing_colon,53,missing_colon,True
500,1.0,14,50,missing_colon,50,missing_colon,True
500,1.0,15,59,mismatched_quotation,59,mismatched_quotation,True
500,1.0,16,56,missing_parenthesis,56,missing_parenthesis,True
500,1.0,17,51,missing_parenthesis,51,missing_parenthesis,True
500,1.0,18,52,keywords_as_identifier,52,keywords_as_identifier,True
500,1.0,19,51,missing_quotation,51,mismatched_quotation,False
500,1.0,20,59,missing_quotation,59,mismatched_quotation,False
500,1.0,21,60,mismatched_quotation,60,mismatched_quotation,True
500,1.0,22,54,keywords_as_identifier,54,keywords_as_identifier,True
500,1.0,23,57,missing_parenthesis,57,missing_parenthesis,True
500,1.0,24,64,mismatched_quotation,64,mismatched_quotation,True
1000,0.0,0,1,missing_parenthesis,1,missing_parenthesis,True
1000,0.0,1,1,missing_parenthesis,1,missing_parenthesis,True
1000,0.0,2,1,mismatched_bracket,1,mismatched_bracket,True
1000,0.0,3,3,missing_parenthesis,3,missing_parenthesis,True
1000,0.0,4,1,keywords_as_identifier,1,keywords_as_identifier,True
1000,0.0,5,3,missing_colon,3,missing_colon,True
1000,0.0,6,1,keywords_as_identifier,1,keywords_as_identifier,True
1000,0.0,7,3,missing_quotation,3,mismatched_quotation,False
1000,0.0,8,1,missing_comma,1,missing_comma,True
1000,0.0,9,5,missing_comma,5,missing_comma,True
1000,0.0,10,5,mismatched_quotation,5,mismatched_quotation,True
1000,0.0,11,1,keywords_as_identifier,1,keywords_as_identifier,True
1000,0.0,12,1,missing_parenthesis,1,missing_parenthesis,True
1000,0.0,13,1,missing_parenthesis,1,missing_parenthesis,True
1000,0.0,14,2,missing_colon,2,missing_colon,True
1000,0.0,15,1,mismatched_bracket,1,mismatched_bracket,True
1000,0.0,16,7,mismatched_quotation,7,mismatched_quotation,True
1000,0.0,17,1,missing_colon,1,missing_colon,True
1000,0.0,18,2,missing_quotation,2,missing_parenthesis,False
1000,0.0,19,1,missing_colon,1,missing_colon,True
1000,0.0,20,4,missing_colon,4,missing_colon,True
1000,0.0,21,4,mismatched_quotation,4,mismatched_quotation,True
1000,0.0,22,1,keywords_as_identifier,1,keywords_as_identifier,True
1000,0.0,23,3,mismatched_quotation,3,mismatched_quotation,True
1000,0.0,24,1,keywords_as_identifier,1,keywords_as_identifier,True
1000,0.25,0,31,missing_parenthesis,31,missing_parenthesis,True
1000,0.25,1,23,missing_comma,23,missing_comma,True
1000,0.25,2,30,missing_parenthesis,30,missing_parenthesis,True
1000,0.25,3,31,mismatched_quotation,31,mismatched_quotation,True
1000,0.25,4,23,missing_parenthesis,23,missing_parenthesis,True
1000,0.25,5,33,missing_quotation,33,mismatched_quotation,False
1000,0.25,6,26,missing_colon,26,missing_colon,True
1000,0.25,7,27,missing_parenthesis,27,missing_parenthesis,True
1000,0.25,8,27,missing_quotation,27,mismatched_quotation,False
1000,0.25,9,27,missing_quotation,27,mismatched_quotation,False
1000,0.25,10,28,mismatched_quotation,28,mismatched_quotation,True
1000,0.25,11,31,missing_quotation,31,mismatched_quotation,False
1000,0.25,12,24,missing_colon,24,missing_colon,True
1000,0.25,13,25,missing_comma,25,missing_comma,True
1000,0.25,14,24,keywords_as_identifier,24,keywords_as_identifier,True
1000,0.25,15,22,missing_parenthesis,22,missing_parenthesis,True
1000,0.25,16,33,mismatched_quotation,33,mismatched_quotation,True
1000,0.25,17,27,missing_colon,27,missing_colon,True
1000,0.25,18,30,mismatched_quotation,30,mismatched_quotation,True
1000,0.25,19,30,missing_quotation,30,mismatched_quotation,False
1000,0.25,20,24,missing_parenthesis,24,missing_parenthesis,True
1000,0.25,21,29,missing_parenthesis,29,missing_parenthesis,True
1000,0.25,22,34,missing_quotation,34,mismatched_quotation,False
1000,0.25,23,22,keywords_as_identifier,22,keywords_as_identifier,True
1000,0.25,24,29,mismatched_bracket,29,mismatched_bracket,True
1000,0.5,0,60,missing_quotation,60,mismatched_quotation,False
1000,0.5,1,60,missing_comma,60,missing_comma,True
1000,0.5,2,55,keywords_as_identifier,55,keywords_as_identifier,True
1000,0.5,3,57,missing_colon,57,missing_colon,True
1000,0.5,4,54,missing_colon,54,missing_colon,True
1000,0.5,5,49,keywords_as_identifier,49,keywords_as_identifier,True
1000,0.5,6,59,missing_colon,59,missing_colon,True
1000,0.5,7,51,missing_quotation,51,mismatched_quotation,False
1000,0.5,8,57,missing_colon,57,missing_colon,True
1000,0.5,9,57,missing_comma,57,missing_colon,False
1000,0.5,10,59,missing_colon,59,missing_colon,True
1000,0.5,11,50,missing_comma,50,missing_comma,True
1000,0.5,12,44,mismatched_bracket,44,mismatched_bracket,True
1000,0.5,13,58,missing_comma,58,missing_comma,True
1000,0.5,14,58,missing_parenthesis,58,missing_parenthesis,True
1000,0.5,15,57,mismatched_quotation,57,mismatched_quotation,True
1000,0.5,16,48,missing_parenthesis,48,missing_parenthesis,True
1000,0.5,17,61,mismatched_bracket,61,mismatched_bracket,True
1000,0.5,18,58,missing_quotation,58,mismatched_quotation,False
1000,0.5,19,50,keywords_as_identifier,50,keywords_as_identifier,True
1000,0.5,20,60,missing_parenthesis,60,missing_parenthesis,True
1000,0.5,21,50,missing_colon,50,missing_colon,True
1000,0.5,22,46,keywords_as_identifier,46,keywords_as_identifier,True
1000,0.5,23,56,missing_colon,56,missing_colon,True
1000,0.5,24,54,mismatched_quotation,54,mismatched_quotation,True
1000,0.75,0,86,mismatched_quotation,86,mismatched_quotation,True
1000,0.75,1,84,missing_comma,84,missing_comma,True
1000,0.75,2,88,mismatched_quotation,88,mismatched_quotation,True
1000,0.75,3,81,missing_colon,81,missing_colon,True
1000,0.75,4,85,missing_parenthesis,85,missing_parenthesis,True
1000,0.75,5,85,mismatched_bracket,85,mismatched_bracket,True
1000,0.75,6,81,missing_colon,81,missing_colon,True
1000,0.75,7,81,missing_parenthesis,81,missing_parenthesis,True
1000,0.75,8,86,mismatched_bracket,86,mismatched_bracket,True
1000,0.75,9,92,missing_quotation,92,mismatched_quotation,False
1000,0.75,10,84,missing_colon,84,missing_colon,True
1000,0.75,11,76,missing_colon,76,missing_colon,True
1000,0.75,12,79,mismatched_bracket,79,mismatched_bracket,True
1000,0.75,13,81,mismatched_quotation,81,mismatched_quotation,True
1000,0.75,14,85,keywords_as_identifier,85,keywords_as_identifier,True
1000,0.75,15,94,missing_quotation,94,mismatched_quotation,False
1000,0.75,16,83,mismatched_bracket,83,mismatched_bracket,True
1000,0.75,17,92,missing_comma,92,missing_comma,True
1000,0.75,18,83,keywords_as_identifier,83,keywords_as_identifier,True
1000,0.75,19,79,keywords_as_identifier,79,keywords_as_identifier,True
1000,0.75,20,87,missing_comma,87,missing_comma,True
1000,0.75,21,71,missing_quotation,71,mismatched_quotation,False
1000,0.75,22,82,mismatched_quotation,82,mismatched_quotation,True
1000,0.75,23,80,mismatched_quotation,80,mismatched_quotation,True
1000,0.75,24,79,missing_colon,79,missing_colon,True
1000,1.0,0,112,mismatched_quotation,112,mismatched_quotation,True
1000,1.0,1,120,missing_quotation,120,mismatched_quotation,False
1000,1.0,2,102,missing_colon,102,missing_colon,True
1000,1.0,3,104,missing_comma,104,missing_comma,True
1000,1.0,4,112,missing_comma,112,missing_comma,True
1000,1.0,5,110,missing_comma,110,missing_comma,True
1000,1.0,6,110,mismatched_quotation,110,mismatched_quotation,True
1000,1.0,7,110,missing_quotation,110,mismatched_quotation,False
1000,1.0,8,103,missing_colon,103,missing_colon,True
1000,1.0,9,108,missing_quotation,108,mismatched_quotation,False
1000,1.0,10,119,mismatched_quotation,119,mismatched_quotation,True
1000,1.0,11,117,missing_parenthesis,117,missing_parenthesis,True
1000,1.0,12,113,mismatched_quotation,113,mismatched_quotation,True
1000,1.0,13,108,keywords_as_identifier,108,keywords_as_identifier,True
1000,1.0,14,110,missing_parenthesis,110,missing_parenthesis,True
1000,1.0,15,109,missing_quotation,109,mismatched_quotation,False
1000,1.0,16,108,missing_parenthesis,108,missing_parenthesis,True
1000,1.0,17,108,mismatched_bracket,108,mismatched_bracket,True
1000,1.0,18,107,mismatched_quotation,107,mismatched_quotation,True
1000,1.0,19,108,missing_quotation,108,mismatched_quotation,False
1000,1.0,20,100,keywords_as_identifier,100,keywords_as_identifier,True
1000,1.0,21,107,missing_quotation,107,missing_quotation,True
1000,1.0,22,116,keywords_as_identifier,116,keywords_as_identifier,True
1000,1.0,23,113,missing_parenthesis,113,missing_parenthesis,True
1000,1.0,24,109,keywords_as_identifier,109,keywords_as_identifier,True
2000,0.0,0,1,missing_parenthesis,1,missing_parenthesis,True
2000,0.0,1,1,keywords_as_identifier,1,keywords_as_identifier,True
2000,0.0,2,1,missing_comma,1,missing_comma,True
2000,0.0,3,3,missing_parenthesis,3,missing_parenthesis,True
2000,0.0,4,1,keywords_as_identifier,1,keywords_as_identifier,True
2000,0.0,5,4,mismatched_quotation,4,mismatched_quotation,True
2000,0.0,6,2,missing_comma,2,missing_comma,True
2000,0.0,7,1,missing_comma,1,missing_comma,True
2000,0.0,8,1,keywords_as_identifier,1,keywords_as_identifier,True
2000,0.0,9,2,missing_quotation,2,mismatched_quotation,False
2000,0.0,10,8,missing_comma,8,missing_comma,True
2000,0.0,11,1,mismatched_quotation,1,mismatched_quotation,True
2000,0.0,12,3,missing_comma,3,missing_comma,True
2000,0.0,13,1,keywords_as_identifier,1,keywords_as_identifier,True
2000,0.0,14,1,mismatched_bracket,1,mismatched_bracket,True
2000,0.0,15,1,missing_comma,1,missing_comma,True
2000,0.0,16,3,mismatched_quotation,3,mismatched_quotation,True
2000,0.0,17,2,keywords_as_identifier,2,keywords_as_identifier,True
2000,0.0,18,2,missing_quotation,2,mismatched_quotation,False
2000,0.0,19,1,mismatched_bracket,1,mismatched_bracket,True
2000,0.0,20,4,missing_quotation,4,mismatched_parenthesis,False
2000,0.0,21,4,keywords_as_identifier,4,keywords_as_identifier,True
2000,0.0,22,1,missing_colon,1,missing_colon,True
2000,0.0,23,1,mismatched_bracket,1,mismatched_bracket,True
2000,0.0,24,3,missing_comma,3,missing_comma,True
2000,0.25,0,55,mismatched_bracket,55,mismatched_bracket,True
2000,0.25,1,50,mismatched_bracket,50,mismatched_bracket,True
2000,0.25,2,51,missing_colon,51,missing_colon,True
2000,0.25,3,51,keywords_as_identifier,51,keywords_as_identifier,True
2000,0.25,4,60,mismatched_bracket,60,mismatched_bracket,True
2000,0.25,5,59,keywords_as_identifier,59,keywords_as_identifier,True
2000,0.25,6,57,mismatched_bracket,57,missing_parenthesis,False
2000,0.25,7,56,missing_parenthesis,56,missing_parenthesis,True
2000,0.25,8,58,mismatched_quotation,58,mismatched_quotation,True
2000,0.25,9,49,keywords_as_identifier,49,keywords_as_identifier,True
2000,0.25,10,59,missing_quotation,59,mismatched_quotation,False
2000,0.25,11,56,missing_parenthesis,56,missing_parenthesis,True
2000,0.25,12,60,mismatched_quotation,60,mismatched_quotation,True
2000,0.25,13,63,missing_parenthesis,63,missing_parenthesis,True
2000,0.25,14,50,mismatched_bracket,50,mismatched_bracket,True
2000,0.25,15,55,missing_quotation,55,mismatched_quotation,False
2000,0.25,16,51,missing_comma,51,missing_comma,True
2000,0.25,17,55,missing_parenthesis,55,missing_parenthesis,True
2000,0.25,18,61,mismatched_bracket,61,mismatched_bracket,True
2000,0.25,19,55,missing_parenthesis,55,missing_parenthesis,True
2000,0.25,20,57,keywords_as_identifier,57,keywords_as_identifier,True
2000,0.25,21,57,mismatched_quotation,57,mismatched_quotation,True
2000,0.25,22,47,keywords_as_identifier,47,keywords_as_identifier,True
2000,0.25,23,56,missing_quotation,56,mismatched_quotation,False
2000,0.25,24,55,mismatched_quotation,55,mismatched_quotation,True
2000,0.5,0,115,missing_comma,115,missing_comma,True
2000,0.5,1,108,missing_comma,108,missing_comma,True
2000,0.5,2,113,mismatched_quotation,113,mismatched_quotation,True
2000,0.5,3,110,missing_comma,110,missing_comma,True
2000,0.5,4,110,missing_colon,110,missing_colon,True
2000,0.5,5,105,missing_colon,105,missing_colon,True
2000,0.5,6,106,missing_colon,106,missing_colon,True
2000,0.5,7,106,mismatched_bracket,106,mismatched_bracket,True
2000,0.5,8,121,keywords_as_identifier,77,missing_parenthesis,False
2000,0.5,9,118,mismatched_bracket,118,mismatched_bracket,True
2000,0.5,10,112,missing_parenthesis,112,missing_parenthesis,True
2000,0.5,11,109,mismatched_quotation,109,mismatched_quotation,True
2000,0.5,12,109,mismatched_quotation,109,mismatched_quotation,True
2000,0.5,13,115,missing_colon,115,missing_colon,True
2000,0.5,14,110,keywords_as_identifier,110,keywords_as_identifier,True
2000,0.5,15,112,missing_parenthesis,112,missing_parenthesis,True
2000,0.5,16,109,missing_quotation,109,mismatched_quotation,False
2000,0.5,17,118,missing_parenthesis,118,missing_parenthesis,True
2000,0.5,18,111,missing_quotation,111,mismatched_quotation,False
2000,0.5,19,118,missing_comma,119,missing_comma,False
2000,0.5,20,112,mismatched_quotation,112,mismatched_quotation,True
2000,0.5,21,109,missing_quotation,109,mismatched_quotation,False
2000,0.5,22,114,keywords_as_identifier,114,keywords_as_identifier,True
2000,0.5,23,106,missing_parenthesis,106,missing_parenthesis,True
2000,0.5,24,103,mismatched_quotation,103,mismatched_quotation,True
2000,0.75,0,174,missing_quotation,174,mismatched_quotation,False
2000,0.75,1,174,mismatched_quotation,174,mismatched_quotation,True
2000,0.75,2,164,missing_comma,164,missing_comma,True
2000,0.75,3,175,mismatched_bracket,175,mismatched_bracket,True
2000,0.75,4,164,missing_comma,164,missing_colon,False
2000,0.75,5,176,mismatched_quotation,176,mismatched_quotation,True
2000,0.75,6,154,mismatched_bracket,154,mismatched_bracket,True
2000,0.75,7,172,missing_parenthesis,172,missing_parenthesis,True
2000,0.75,8,168,mismatched_quotation,168,mismatched_quotation,True
2000,0.75,9,177,mismatched_quotation,177,mismatched_quotation,True
2000,0.75,10,165,missing_colon,165,missing_colon,True
2000,0.75,11,166,mismatched_quotation,166,mismatched_quotation,True
2000,0.75,12,166,missing_colon,166,missing_colon,True
2000,0.75,13,176,mismatched_quotation,176,mismatched_quotation,True
2000,0.75,14,174,missing_quotation,174,mismatched_quotation,False
2000,0.75,15,159,missing_comma,159,missing_comma,True
2000,0.75,16,171,keywords_as_identifier,171,keywords_as_identifier,True
2000,0.75,17,169,missing_quotation,169,mismatched_quotation,False
2000,0.75,18,165,missing_parenthesis,165,missing_parenthesis,True
2000,0.75,19,167,missing_comma,167,missing_colon,False
2000,0.75,20,166,missing_quotation,166,mismatched_quotation,False
2000,0.75,21,175,missing_colon,175,missing_colon,True
2000,0.75,22,165,mismatched_bracket,165,mismatched_bracket,True
2000,0.75,23,173,mismatched_bracket,173,mismatched_bracket,True
2000,0.75,24,168,missing_quotation,168,mismatched_quotation,False
2000,1.0,0,233,missing_parenthesis,233,missing_parenthesis,True
2000,1.0,1,231,missing_quotation,231,mismatched_quotation,False
2000,1.0,2,222,missing_colon,222,missing_colon,True
2000,1.0,3,226,missing_colon,226,missing_colon,True
2000,1.0,4,223,missing_parenthesis,223,missing_parenthesis,True
2000,1.0,5,220,missing_colon,220,missing_colon,True
2000,1.0,6,230,missing_colon,230,missing_colon,True
2000,1.0,7,218,mismatched_bracket,218,mismatched_bracket,True
2000,1.0,8,215,mismatched_quotation,215,mismatched_quotation,True
2000,1.0,9,218,missing_quotation,218,mismatched_quotation,False
2000,1.0,10,236,missing_colon,236,missing_colon,True
2000,1.0,11,219,missing_quotation,219,mismatched_quotation,False
2000,1.0,12,219,keywords_as_identifier,219,keywords_as_identifier,True
2000,1.0,13,220,mismatched_bracket,220,mismatched_bracket,True
2000,1.0,14,225,missing_parenthesis,225,missing_parenthesis,True
2000,1.0,15,230,missing_comma,230,missing_colon,False
2000,1.0,16,226,missing_quotation,226,mismatched_quotation,False
2000,1.0,17,237,keywords_as_identifier,238,keywords_as_identifier,False
2000,1.0,18,232,missing_parenthesis,232,missing_parenthesis,True
2000,1.0,19,224,mismatched_bracket,224,mismatched_bracket,True
2000,1.0,20,219,missing_comma,219,missing_comma,True
2000,1.0,21,217,missing_quotation,217,mismatched_quotation,False
2000,1.0,22,219,missing_comma,219,missing_comma,True
2000,1.0,23,212,mismatched_quotation,212,mismatched_quotation,True
2000,1.0,24,210,mismatched_quotation,210,mismatched_quotation,True
4000,0.0,0,4,missing_parenthesis,4,missing_parenthesis,True
4000,0.0,1,1,missing_parenthesis,1,missing_parenthesis,True
4000,0.0,2,1,keywords_as_identifier,1,keywords_as_identifier,True
4000,0.0,3,2,mismatched_quotation,2,mismatched_quotation,True
4000,0.0,4,2,missing_comma,2,missing_comma,True
4000,0.0,5,1,keywords_as_identifier,1,keywords_as_identifier,True
4000,0.0,6,1,missing_comma,1,missing_colon,False
4000,0.0,7,1,mismatched_bracket,1,mismatched_bracket,True
4000,0.0,8,4,missing_colon,4,missing_colon,True
4000,0.0,9,4,mismatched_quotation,4,mismatched_quotation,True
4000,0.0,10,4,missing_quotation,4,mismatched_quotation,False
4000,0.0,11,3,mismatched_bracket,3,mismatched_bracket,True
4000,0.0,12,1,missing_colon,1,missing_colon,True
4000,0.0,13,2,missing_parenthesis,2,missing_colon,False
4000,0.0,14,1,missing_parenthesis,1,missing_parenthesis,True
4000,0.0,15,1,missing_comma,1,missing_comma,True
4000,0.0,16,1,mismatched_bracket,1,mismatched_bracket,True
4000,0.0,17,1,missing_parenthesis,1,missing_parenthesis,True
4000,0.0,18,4,missing_quotation,4,mismatched_quotation,False
4000,0.0,19,6,mismatched_quotation,6,mismatched_quotation,True
4000,0.0,20,6,missing_quotation,6,mismatched_quotation,False
4000,0.0,21,1,missing_colon,1,missing_colon,True
4000,0.0,22,2,mismatched_quotation,2,mismatched_quotation,True
4000,0.0,23,1,missing_colon,1,missing_colon,True
4000,0.0,24,1,missing_parenthesis,1,missing_parenthesis,True
4000,0.25,0,108,missing_colon,108,missing_colon,True
4000,0.25,1,109,mismatched_quotation,109,mismatched_quotation,True
4000,0.25,2,113,keywords_as_identifier,113,keywords_as_identifier,True
4000,0.25,3,110,missing_parenthesis,110,missing_colon,False
4000,0.25,4,108,missing_colon,108,missing_colon,True
4000,0.25,5,119,missing_quotation,119,missing_comma,False
4000,0.25,6,118,missing_colon,118,missing_colon,True
4000,0.25,7,112,mismatched_bracket,112,mismatched_bracket,True
4000,0.25,8,117,mismatched_bracket,117,mismatched_bracket,True
4000,0.25,9,118,missing_colon,118,missing_colon,True
4000,0.25,10,97,missing_quotation,96,missing_quotation,False
4000,0.25,11,105,mismatched_bracket,105,missing_bracket,False
4000,0.25,12,116,missing_parenthesis,116,missing_parenthesis,True
4000,0.25,13,111,mismatched_bracket,111,mismatched_bracket,True
4000,0.25,14,104,mismatched_quotation,104,mismatched_quotation,True
4000,0.25,15,107,missing_comma,107,missing_comma,True
4000,0.25,16,109,missing_comma,109,missing_comma,True
4000,0.25,17,107,missing_colon,107,missing_colon,True
4000,0.25,18,122,missing_quotation,122,mismatched_quotation,False
4000,0.25,19,112,mismatched_bracket,112,mismatched_bracket,True
4000,0.25,20,107,keywords_as_identifier,107,keywords_as_identifier,True
4000,0.25,21,118,mismatched_quotation,93,missing_colon,False
4000,0.25,22,110,mismatched_bracket,110,mismatched_bracket,True
4000,0.25,23,115,missing_colon,115,missing_colon,True
4000,0.25,24,116,missing_comma,116,missing_comma,True
4000,0.5,0,210,missing_comma,210,missing_comma,True
4000,0.5,1,217,mismatched_bracket,217,mismatched_bracket,True
4000,0.5,2,221,missing_parenthesis,221,missing_colon,False
4000,0.5,3,219,missing_colon,219,missing_colon,True
4000,0.5,4,225,mismatched_quotation,225,mismatched_quotation,True
4000,0.5,5,223,missing_comma,223,missing_comma,True
4000,0.5,6,228,mismatched_bracket,228,mismatched_bracket,True
4000,0.5,7,230,mismatched_quotation,230,mismatched_quotation,True
4000,0.5,8,222,keywords_as_identifier,222,keywords_as_identifier,True
4000,0.5,9,228,missing_parenthesis,228,missing_colon,False
4000,0.5,10,228,mismatched_bracket,228,mismatched_bracket,True
4000,0.5,11,223,keywords_as_identifier,399,missing_colon,False
4000,0.5,12,235,mismatched_quotation,235,mismatched_quotation,True
4000,0.5,13,230,missing_comma,230,missing_comma,True
4000,0.5,14,228,keywords_as_identifier,228,keywords_as_identifier,True
4000,0.5,15,224,mismatched_quotation,224,mismatched_quotation,True
4000,0.5,16,232,mismatched_bracket,232,mismatched_bracket,True
4000,0.5,17,229,missing_quotation,229,mismatched_quotation,False
4000,0.5,18,204,missing_comma,204,missing_comma,True
4000,0.5,19,220,keywords_as_identifier,220,keywords_as_identifier,True
4000,0.5,20,221,missing_colon,221,missing_colon,True
4000,0.5,21,221,missing_comma,221,missing_comma,True
4000,0.5,22,209,missing_parenthesis,209,missing_parenthesis,True
